census_profile_id,agency_id,agency_name,driver_race,population,stops,stop_rate,baseline_rate,stop_rate_ratio,times_likely,url
0500000US37151,226,Randolph County Sheriff's Office,Hispanic,15868,356,0.022435089488278295,0.009569630496160714,1.3444049900650956,2.3444049900650956,https://nccopwatch.org/agencies/226/search-rate
0500000US37191,299,Wayne County Sheriff's Office,Hispanic,13175,231,0.017533206831119544,0.0075247284422598456,1.3300783497582176,2.3300783497582174,https://nccopwatch.org/agencies/299/search-rate
0500000US37147,222,Pitt County Sheriff's Office,Black,58456,503,0.008604762556452717,0.0036961374836780255,1.328041798891669,2.328041798891669,https://nccopwatch.org/agencies/222/search-rate
1600000US3712720,57,Claremont Police Department,Native American,2,2,1.0,0.4316020482809071,1.3169491525423729,2.3169491525423727,https://nccopwatch.org/agencies/57/search-rate
1600000US3742060,164,Mayodan Police Department,Hispanic,65,36,0.5538461538461539,0.2390793799906059,1.316578509898746,2.316578509898746,https://nccopwatch.org/agencies/164/search-rate
1600000US3737220,145,Laurinburg Police Department,Native American,977,105,0.10747185261003071,0.0464326160815402,1.3145767281623688,2.314576728162369,https://nccopwatch.org/agencies/145/search-rate
1600000US3741960,163,Matthews Police Department,Hispanic,1749,575,0.328759291023442,0.14228882111125846,1.3105068160370699,2.31050681603707,https://nccopwatch.org/agencies/163/search-rate
0500000US37199,313,Yancey County Sheriff's Office,Asian,53,1,0.018867924528301886,0.008173076923076924,1.3085460599334071,2.3085460599334073,https://nccopwatch.org/agencies/313/search-rate
0500000US37183,290,Wake County Sheriff's Office,Black,198738,3113,0.01566383882297296,0.00680498282213257,1.301819010038907,2.301819010038907,https://nccopwatch.org/agencies/290/search-rate
0500000US37123,173,Montgomery County Sheriff's Office,Black,4914,95,0.01933251933251933,0.00841799709724238,1.2965699689837618,2.2965699689837615,https://nccopwatch.org/agencies/173/search-rate
1600000US3755000,225,Raleigh Police Department,Black,123166,24142,0.19601188639722,0.0855654954838152,1.2907818775419333,2.2907818775419333,https://nccopwatch.org/agencies/225/search-rate
1600000US3757100,233,Robersonville Police Department,Hispanic,45,14,0.3111111111111111,0.1359447004608295,1.2885122410546141,2.2885122410546144,https://nccopwatch.org/agencies/233/search-rate
1600000US3714100,64,Concord Police Department,Black,16702,7741,0.46347742785295176,0.2027075437901842,1.2864340378603853,2.2864340378603853,https://nccopwatch.org/agencies/64/search-rate
1600000US3751080,213,Pembroke Police Department,Native American,1776,247,0.13907657657657657,0.061124694376528114,1.2752927927927926,2.2752927927927926,https://nccopwatch.org/agencies/213/search-rate
1600000US3750340,211,Parkton Police Department,Hispanic,31,37,1.1935483870967742,0.5261538461538462,1.268439916996793,2.268439916996793,https://nccopwatch.org/agencies/211/search-rate
0500000US37161,240,Rutherford County Sheriff's Office,Asian,315,6,0.01904761904761905,0.008426763110307415,1.2603719599427754,2.260371959942775,https://nccopwatch.org/agencies/240/search-rate
1600000US3771780,300,Weldon Police Department,Hispanic,12,8,0.6666666666666666,0.2951219512195122,1.258953168044077,2.2589531680440773,https://nccopwatch.org/agencies/300/search-rate
1600000US3737680,147,Leland Police Department,Hispanic,843,140,0.166073546856465,0.0740975300823306,1.24128316655007,2.24128316655007,https://nccopwatch.org/agencies/147/search-rate
0500000US37189,297,Watauga County Sheriff's Office,Black,763,8,0.010484927916120577,0.004682719723615476,1.239068006407456,2.239068006407456,https://nccopwatch.org/agencies/297/search-rate
1600000US3771460,298,Waxhaw Police Department,Black,1224,405,0.33088235294117646,0.14814814814814814,1.2334558823529411,2.233455882352941,https://nccopwatch.org/agencies/298/search-rate
1600000US3739880,165,McAdenville Police Department,Hispanic,16,4,0.25,0.11235955056179775,1.225,2.225,https://nccopwatch.org/agencies/165/search-rate
1600000US3764420,256,Stallings Police Department,Hispanic,1066,254,0.23827392120075047,0.10712716407417172,1.2242157090593433,2.2242157090593433,https://nccopwatch.org/agencies/256/search-rate
0500000US37119,168,Mecklenburg County Sheriff's Office,Black,306106,1217,0.0039757469634701705,0.0017935048038841487,1.2167473177992019,2.216747317799202,https://nccopwatch.org/agencies/168/search-rate
1600000US3725300,95,Fuquay-Varina Police Department,Black,4245,1472,0.3467608951707892,0.15655767594505896,1.2149082954736665,2.2149082954736663,https://nccopwatch.org/agencies/95/search-rate
0500000US37131,203,Northampton County Sheriff's Office,Hispanic,382,6,0.015706806282722512,0.0071129175663660615,1.208208676140613,2.208208676140613,https://nccopwatch.org/agencies/203/search-rate
1600000US3735600,138,Kernersville Police Department,Black,3309,1431,0.43245693563009974,0.19670615429066743,1.1984921477905042,2.198492147790504,https://nccopwatch.org/agencies/138/search-rate
0500000US37145,216,Person County Sheriff's Office,Hispanic,1667,35,0.020995800839832032,0.009554999036794453,1.1973629467654854,2.1973629467654856,https://nccopwatch.org/agencies/216/search-rate
0500000US37185,293,Warren County Sheriff's Office,Other,586,13,0.02218430034129693,0.010108966784823422,1.1945170870085544,2.1945170870085544,https://nccopwatch.org/agencies/293/search-rate
1600000US3744520,178,Morrisville Police Department,Black,2841,1045,0.3678282294966561,0.16778453154474954,1.1922654377620814,2.1922654377620816,https://nccopwatch.org/agencies/178/search-rate
0500000US37073,100,Gates County Sheriff's Office,Asian,50,2,0.04,0.018282548476454295,1.1878787878787878,2.1878787878787875,https://nccopwatch.org/agencies/100/search-rate
0500000US37061,78,Duplin County Sheriff's Office,Native American,118,2,0.01694915254237288,0.007773610637572452,1.1803449301219149,2.180344930121915,https://nccopwatch.org/agencies/78/search-rate
0500000US37143,215,Perquimans County Sheriff's Office,Other,203,4,0.019704433497536946,0.009055491207749816,1.1759651735593997,2.1759651735593994,https://nccopwatch.org/agencies/215/search-rate
0500000US37197,312,Yadkin County Sheriff's Office,Hispanic,3970,63,0.015869017632241814,0.007303598739036799,1.1727669056384422,2.172766905638442,https://nccopwatch.org/agencies/312/search-rate
1600000US3747240,202,Norlina Police Department,Hispanic,25,7,0.28,0.12903225806451613,1.1700000000000004,2.1700000000000004,https://nccopwatch.org/agencies/202/search-rate
0500000US37113,155,Macon County Sheriff's Office,Hispanic,2330,44,0.01888412017167382,0.008713331397037467,1.1672675250357654,2.1672675250357654,https://nccopwatch.org/agencies/155/search-rate
0500000US37073,100,Gates County Sheriff's Office,Black,3820,151,0.03952879581151832,0.018282548476454295,1.1621053466603202,2.1621053466603204,https://nccopwatch.org/agencies/100/search-rate
0500000US37159,238,Rowan County Sheriff's Office,Native American,310,7,0.02258064516129032,0.01044430033995559,1.162006494097654,2.162006494097654,https://nccopwatch.org/agencies/238/search-rate
0500000US37043,58,Clay County Sheriff's Office,Other,71,5,0.07042253521126761,0.0325819470420317,1.1613973873452192,2.161397387345219,https://nccopwatch.org/agencies/58/search-rate
0500000US37113,155,Macon County Sheriff's Office,Other,478,9,0.01882845188284519,0.008713331397037467,1.1608786610878663,2.1608786610878665,https://nccopwatch.org/agencies/155/search-rate
1600000US3732260,124,Holly Springs Police Department,Hispanic,1677,514,0.30649970184853903,0.14190174054702906,1.1599432161084657,2.1599432161084655,https://nccopwatch.org/agencies/124/search-rate
0500000US37085,110,Harnett County Sheriff's Office,Black,25570,389,0.015213140398904966,0.00709128582643724,1.1453288967973048,2.145328896797305,https://nccopwatch.org/agencies/110/search-rate
0500000US37159,238,Rowan County Sheriff's Office,Black,22206,497,0.022381338377015222,0.01044430033995559,1.1429236663554612,2.142923666355461,https://nccopwatch.org/agencies/238/search-rate
0500000US37005,5,Alleghany County Sheriff's Office,Hispanic,1089,31,0.028466483011937556,0.01330121491411814,1.1401415732124394,2.140141573212439,https://nccopwatch.org/agencies/5/search-rate
0500000US37161,240,Rutherford County Sheriff's Office,Black,6378,115,0.018030730636563186,0.008426763110307415,1.1396982922788501,2.13969829227885,https://nccopwatch.org/agencies/240/search-rate
1600000US3723760,91,Fletcher Police Department,Hispanic,402,120,0.29850746268656714,0.139589534701551,1.1384659195604467,2.1384659195604465,https://nccopwatch.org/agencies/91/search-rate
0500000US37163,244,Sampson County Sheriff's Office,Black,16115,190,0.01179025752404592,0.00554016620498615,1.1281414830902885,2.1281414830902885,https://nccopwatch.org/agencies/244/search-rate
1600000US3727280,102,Graham Police Department,Black,3203,1034,0.3228223540430846,0.15195121951219512,1.1245130843926918,2.124513084392692,https://nccopwatch.org/agencies/102/search-rate
1600000US3719000,80,Durham Police Department,Black,96758,9104,0.09409041112879556,0.044328683916773096,1.122562702412954,2.122562702412954,https://nccopwatch.org/agencies/80/search-rate
1600000US3756900,231,Roanoke Rapids Police Department,Black,5050,1538,0.30455445544554455,0.1434947556349029,1.1224082657099304,2.1224082657099306,https://nccopwatch.org/agencies/231/search-rate
0500000US37143,215,Perquimans County Sheriff's Office,Hispanic,313,6,0.019169329073482427,0.009055491207749816,1.1168734675681697,2.11687346756817,https://nccopwatch.org/agencies/215/search-rate
0500000US37043,58,Clay County Sheriff's Office,Asian,29,2,0.06896551724137931,0.0325819470420317,1.1166788207104905,2.1166788207104905,https://nccopwatch.org/agencies/58/search-rate
0500000US37001,2,Alamance County Sheriff's Office,Black,29564,1027,0.034738195102151266,0.016474689152215612,1.108579699513145,2.108579699513145,https://nccopwatch.org/agencies/2/search-rate
0500000US37173,268,Swain County Sheriff's Office,Asian,71,4,0.056338028169014086,0.02678671918964547,1.1032074801751688,2.103207480175169,https://nccopwatch.org/agencies/268/search-rate
1600000US3755660,227,Red Springs Police Department,Black,1675,50,0.029850746268656716,0.014238773274917854,1.0964408725602754,2.0964408725602754,https://nccopwatch.org/agencies/227/search-rate
0500000US37017,26,Bladen County Sheriff's Office,Hispanic,2450,24,0.009795918367346938,0.004672897196261682,1.096326530612245,2.096326530612245,https://nccopwatch.org/agencies/26/search-rate
1600000US3731360,118,Highlands Police Department,Black,20,9,0.45,0.2157258064516129,1.0859813084112149,2.085981308411215,https://nccopwatch.org/agencies/118/search-rate
0500000US37127,185,Nash County Sheriff's Office,Hispanic,6240,195,0.03125,0.015012493343710319,1.0815995907230558,2.081599590723056,https://nccopwatch.org/agencies/185/search-rate
0500000US37101,132,Johnston County Sheriff's Office,Black,28678,963,0.03357974754166957,0.016213104541404136,1.0711485240791148,2.0711485240791148,https://nccopwatch.org/agencies/132/search-rate
0500000US37145,216,Person County Sheriff's Office,Black,10417,205,0.019679370260151676,0.009554999036794453,1.0595889318638576,2.059588931863858,https://nccopwatch.org/agencies/216/search-rate
1600000US3748700,206,Ocean Isle Beach Police Department,Native American,3,3,1.0,0.4879679144385027,1.0493150684931505,2.0493150684931507,https://nccopwatch.org/agencies/206/search-rate
1600000US3765900,265,Sunset Beach Police Department,Asian,24,1,0.041666666666666664,0.020368303571428572,1.045662100456621,2.045662100456621,https://nccopwatch.org/agencies/265/search-rate
0500000US37105,146,Lee County Sheriff's Office,Black,11405,239,0.02095572117492328,0.010245726190815948,1.045313410161941,2.045313410161941,https://nccopwatch.org/agencies/146/search-rate
1600000US3751080,213,Pembroke Police Department,Asian,16,2,0.125,0.061124694376528114,1.045,2.045,https://nccopwatch.org/agencies/213/search-rate
1600000US3751080,213,Pembroke Police Department,Hispanic,40,5,0.125,0.061124694376528114,1.045,2.045,https://nccopwatch.org/agencies/213/search-rate
0500000US37015,23,Bertie County Sheriff's Office,Black,12178,80,0.006569223189357858,0.0032182562902282035,1.0412368055659236,2.041236805565924,https://nccopwatch.org/agencies/23/search-rate
1600000US3742240,167,Mebane Police Department,Black,3119,1310,0.4200064123116383,0.20625698324022346,1.0363257801674772,2.036325780167477,https://nccopwatch.org/agencies/167/search-rate
0500000US37009,12,Ashe County Sheriff's Office,Native American,99,2,0.020202020202020204,0.00995584102769972,1.0291625936787228,2.0291625936787225,https://nccopwatch.org/agencies/12/search-rate
0500000US37009,12,Ashe County Sheriff's Office,Asian,99,2,0.020202020202020204,0.00995584102769972,1.0291625936787228,2.0291625936787225,https://nccopwatch.org/agencies/12/search-rate
1600000US3775820,311,Wrightsville Beach Police Department,Native American,2,3,1.5,0.7394957983193278,1.0284090909090908,2.028409090909091,https://nccopwatch.org/agencies/311/search-rate
1600000US3766700,270,Tarboro Police Department,Black,5315,1712,0.32210724365004706,0.1588043920292802,1.0283270477220632,2.028327047722063,https://nccopwatch.org/agencies/270/search-rate
0500000US37167,257,Stanly County Sheriff's Office,Native American,111,2,0.018018018018018018,0.008891129032258065,1.0265163122305978,2.026516312230598,https://nccopwatch.org/agencies/257/search-rate
0500000US37097,129,Iredell County Sheriff's Office,Hispanic,12389,269,0.021712809750585198,0.010756341453997915,1.0186054750535076,2.0186054750535076,https://nccopwatch.org/agencies/129/search-rate
0500000US37107,148,Lenoir County Sheriff's Office,Hispanic,4121,48,0.011647658335355497,0.0057731531095516295,1.0175557644720268,2.017555764472027,https://nccopwatch.org/agencies/148/search-rate
1600000US3763120,253,Southern Pines Police Department,Black,2651,633,0.23877781969068276,0.118490254717954,1.0151684225766326,2.0151684225766324,https://nccopwatch.org/agencies/253/search-rate
0500000US37017,26,Bladen County Sheriff's Office,Other,425,4,0.009411764705882352,0.004672897196261682,1.0141176470588236,2.0141176470588236,https://nccopwatch.org/agencies/26/search-rate
1600000US3716400,73,Davidson Police Department,Hispanic,574,168,0.2926829268292683,0.14590818363273453,1.0059390744386238,2.005939074438624,https://nccopwatch.org/agencies/73/search-rate
1600000US3732640,125,Hope Mills Police Department,Native American,260,95,0.36538461538461536,0.1829976522921043,0.9966628577364565,1.9966628577364565,https://nccopwatch.org/agencies/125/search-rate
0500000US37061,78,Duplin County Sheriff's Office,Asian,194,3,0.015463917525773196,0.007773610637572452,0.9892837764514378,1.9892837764514377,https://nccopwatch.org/agencies/78/search-rate
0500000US37117,162,Martin County Sheriff's Office,Asian,99,2,0.020202020202020204,0.010172014555077737,0.9860392543319374,1.9860392543319374,https://nccopwatch.org/agencies/162/search-rate
0500000US37165,246,Scotland County Sheriff's Office,Hispanic,968,9,0.009297520661157025,0.004696325442660405,0.9797436899709626,1.9797436899709626,https://nccopwatch.org/agencies/246/search-rate
0500000US37003,4,Alexander County Sheriff's Office,Hispanic,1663,19,0.011425135297654841,0.005778910085130181,0.9770398101630039,1.9770398101630038,https://nccopwatch.org/agencies/4/search-rate
0500000US37135,209,Orange County Sheriff's Office,Hispanic,11507,185,0.01607717041800643,0.008165951888762046,0.9688054297909561,1.968805429790956,https://nccopwatch.org/agencies/209/search-rate
0500000US37079,104,Greene County Sheriff's Office,Black,7405,87,0.01174881836596894,0.005977710233029382,0.9654379198663294,1.9654379198663294,https://nccopwatch.org/agencies/104/search-rate
1600000US3766700,270,Tarboro Police Department,Hispanic,610,190,0.3114754098360656,0.1588043920292802,0.9613778048319724,1.9613778048319723,https://nccopwatch.org/agencies/270/search-rate
0500000US37163,244,Sampson County Sheriff's Office,Hispanic,11455,124,0.010824967263203842,0.00554016620498615,0.9539065910082934,1.9539065910082933,https://nccopwatch.org/agencies/244/search-rate
0500000US37051,69,Cumberland County Sheriff's Office,Native American,3606,67,0.01858014420410427,0.009516143335629942,0.9524867952059193,1.9524867952059193,https://nccopwatch.org/agencies/69/search-rate
0500000US37083,109,Halifax County Sheriff's Office,Black,27141,803,0.02958623484764747,0.015177562748661525,0.9493403082953231,1.9493403082953231,https://nccopwatch.org/agencies/109/search-rate
1600000US3744220,176,Mooresville Police Department,Native American,63,24,0.38095238095238093,0.19575004502070953,0.9461164410566433,1.9461164410566432,https://nccopwatch.org/agencies/176/search-rate
0500000US37149,224,Polk County Sheriff's Office,Asian,76,5,0.06578947368421052,0.03383394729385095,0.9444811778189192,1.9444811778189193,https://nccopwatch.org/agencies/224/search-rate
1600000US3707080,28,Boone Police Department,Black,454,65,0.14317180616740088,0.07397655319415711,0.9353673560815351,1.9353673560815352,https://nccopwatch.org/agencies/28/search-rate
1600000US3774540,308,Wilson Police Department,Black,23116,4019,0.17386225990655824,0.08983575589022406,0.9353347471023834,1.9353347471023834,https://nccopwatch.org/agencies/308/search-rate
1600000US3710500,43,Carolina Beach Police Department,Hispanic,121,42,0.34710743801652894,0.18002788428023703,0.9280759722544462,1.928075972254446,https://nccopwatch.org/agencies/43/search-rate
1600000US3737680,147,Leland Police Department,Native American,63,9,0.14285714285714285,0.0740975300823306,0.9279609279609277,1.9279609279609278,https://nccopwatch.org/agencies/147/search-rate
0500000US37003,4,Alexander County Sheriff's Office,Black,1982,22,0.011099899091826439,0.005778910085130181,0.9207599579006762,1.9207599579006762,https://nccopwatch.org/agencies/4/search-rate
0500000US37041,56,Chowan County Sheriff's Office,Other,186,3,0.016129032258064516,0.008403361344537815,0.9193548387096775,1.9193548387096775,https://nccopwatch.org/agencies/56/search-rate
1600000US3712000,52,Charlotte-Mecklenburg Police Department,Black,274409,48896,0.1781865755131938,0.0929571966298027,0.9168669234165135,1.9168669234165137,https://nccopwatch.org/agencies/52/search-rate
0500000US37161,240,Rutherford County Sheriff's Office,Hispanic,2666,43,0.016129032258064516,0.008426763110307415,0.9140246434999306,1.9140246434999306,https://nccopwatch.org/agencies/240/search-rate
0500000US37055,71,Dare County Sheriff's Office,Black,1022,198,0.19373776908023482,0.10122214698010383,0.9139859690816063,1.9139859690816063,https://nccopwatch.org/agencies/71/search-rate
0500000US37149,224,Polk County Sheriff's Office,Hispanic,1113,72,0.0646900269541779,0.03383394729385095,0.9119858050359617,1.9119858050359617,https://nccopwatch.org/agencies/224/search-rate
1600000US3774440,306,Wilmington Police Department,Black,20692,4093,0.197805915329596,0.10395412912353862,0.9028192241842008,1.9028192241842008,https://nccopwatch.org/agencies/306/search-rate
0500000US37057,72,Davidson County Sheriff's Office,Hispanic,11291,196,0.01735895846249225,0.00913996754594513,0.8992363348372507,1.8992363348372507,https://nccopwatch.org/agencies/72/search-rate
0500000US37027,39,Caldwell County Sheriff's Office,Black,3743,60,0.016029922522041145,0.008478837826512082,0.8905801537939467,1.8905801537939468,https://nccopwatch.org/agencies/39/search-rate
0500000US37175,274,Transylvania County Sheriff's Office,Hispanic,1032,20,0.01937984496124031,0.010272352503885923,0.8866024071807426,1.8866024071807426,https://nccopwatch.org/agencies/274/search-rate
0500000US37199,313,Yancey County Sheriff's Office,Native American,65,1,0.015384615384615385,0.008173076923076924,0.8823529411764706,1.8823529411764706,https://nccopwatch.org/agencies/313/search-rate
1600000US3732180,123,Holly Ridge Police Department,Hispanic,131,149,1.1374045801526718,0.6043329532497149,0.8820826731960248,1.8820826731960247,https://nccopwatch.org/agencies/123/search-rate
0500000US37125,175,Moore County Sheriff's Office,Hispanic,6025,60,0.00995850622406639,0.0053090949521903495,0.8757446068953529,1.875744606895353,https://nccopwatch.org/agencies/175/search-rate
1600000US3712860,59,Clayton Police Department,Black,4631,1404,0.303174260418916,0.1619792940409228,0.871685280603343,1.871685280603343,https://nccopwatch.org/agencies/59/search-rate
1600000US3728080,106,Greenville Police Department,Black,32935,6037,0.18330044026112038,0.0981239092495637,0.8680507295619739,1.868050729561974,https://nccopwatch.org/agencies/106/search-rate
0500000US37087,112,Haywood County Sheriff's Office,Native American,257,10,0.038910505836575876,0.020834827512013196,0.8675703369341737,1.8675703369341736,https://nccopwatch.org/agencies/112/search-rate
0500000US37063,79,Durham County Sheriff's Office,Native American,709,15,0.021156558533145273,0.011372008841336451,0.8604064443075944,1.8604064443075945,https://nccopwatch.org/agencies/79/search-rate
1600000US3725300,95,Fuquay-Varina Police Department,Hispanic,2190,633,0.28904109589041094,0.15655767594505896,0.8462275589211263,1.8462275589211263,https://nccopwatch.org/agencies/95/search-rate
1600000US3757640,237,Rolesville Police Department,Black,1348,383,0.2841246290801187,0.15392615704628185,0.8458502085171226,1.8458502085171227,https://nccopwatch.org/agencies/237/search-rate
1600000US3744220,176,Mooresville Police Department,Black,4051,1455,0.35917057516662554,0.19575004502070953,0.8348428738732949,1.834842873873295,https://nccopwatch.org/agencies/176/search-rate
0500000US37017,26,Bladen County Sheriff's Office,Black,11449,98,0.008559699537077473,0.004672897196261682,0.8317757009345794,1.8317757009345794,https://nccopwatch.org/agencies/26/search-rate
0500000US37053,70,Currituck County Sheriff's Office,Asian,135,40,0.2962962962962963,0.1618983355825461,0.8301380012966565,1.8301380012966564,https://nccopwatch.org/agencies/70/search-rate
1600000US3766040,266,Surf City Police Department,Asian,11,8,0.7272727272727273,0.3975571315996848,0.8293539958554824,1.8293539958554823,https://nccopwatch.org/agencies/266/search-rate
1600000US3745640,182,Murfreesboro Police Department,Black,1471,164,0.1114887831407206,0.060955518945634266,0.8290186855788487,1.8290186855788488,https://nccopwatch.org/agencies/182/search-rate
1600000US3752660,223,Pittsboro Police Department,Native American,10,4,0.4,0.21908548707753478,0.825771324863884,1.825771324863884,https://nccopwatch.org/agencies/223/search-rate
0500000US37083,109,Halifax County Sheriff's Office,Hispanic,1337,37,0.027673896783844427,0.015177562748661525,0.8233426039556269,1.8233426039556269,https://nccopwatch.org/agencies/109/search-rate
1600000US3757500,236,Rocky Mount Police Department,Black,34783,5036,0.14478337118707416,0.07953169156237384,0.8204487839105719,1.8204487839105719,https://nccopwatch.org/agencies/236/search-rate
0500000US37143,215,Perquimans County Sheriff's Office,Black,3222,53,0.016449410304158908,0.009055491207749816,0.8165122053325249,1.8165122053325249,https://nccopwatch.org/agencies/215/search-rate
1600000US3700160,1,Aberdeen Police Department,Black,1381,775,0.56118754525706,0.3089761856299613,0.8162809024031199,1.81628090240312,https://nccopwatch.org/agencies/1/search-rate
0500000US37077,103,Granville County Sheriff's Office,Hispanic,4657,30,0.006441915396177797,0.0035525543159130946,0.8133193255687252,1.8133193255687252,https://nccopwatch.org/agencies/103/search-rate
0500000US37047,62,Columbus County Sheriff's Office,Hispanic,2715,31,0.01141804788213628,0.006313510913354579,0.8085100412172234,1.8085100412172235,https://nccopwatch.org/agencies/62/search-rate
0500000US37147,222,Pitt County Sheriff's Office,Hispanic,10177,68,0.006681733320231895,0.0036961374836780255,0.8077610342521415,1.8077610342521415,https://nccopwatch.org/agencies/222/search-rate
1600000US3757640,237,Rolesville Police Department,Hispanic,428,119,0.2780373831775701,0.15392615704628185,0.8063036751704976,1.8063036751704975,https://nccopwatch.org/agencies/237/search-rate
1600000US3764580,259,Star Police Department,Asian,3,1,0.3333333333333333,0.18506493506493507,0.8011695906432746,1.8011695906432745,https://nccopwatch.org/agencies/259/search-rate
0500000US37199,313,Yancey County Sheriff's Office,Hispanic,884,13,0.014705882352941176,0.008173076923076924,0.7993079584775086,1.7993079584775087,https://nccopwatch.org/agencies/313/search-rate
1600000US3736060,141,Kitty Hawk Police Department,Native American,1,1,1.0,0.5558633425669437,0.7990033222591362,1.7990033222591362,https://nccopwatch.org/agencies/141/search-rate
1600000US3765530,264,Sugar Mountain Police Department,Asian,5,2,0.4,0.22245762711864406,0.7980952380952383,1.7980952380952382,https://nccopwatch.org/agencies/264/search-rate
1600000US3737220,145,Laurinburg Police Department,Black,7371,614,0.08329941663274996,0.0464326160815402,0.7939849972370299,1.7939849972370299,https://nccopwatch.org/agencies/145/search-rate
0500000US37181,286,Vance County Sheriff's Office,Asian,242,2,0.008264462809917356,0.00462163817584498,0.7882106940157325,1.7882106940157325,https://nccopwatch.org/agencies/286/search-rate
0500000US37013,20,Beaufort County Sheriff's Office,Black,11763,294,0.024993624075490946,0.014042580728661101,0.7798454969518968,1.7798454969518969,https://nccopwatch.org/agencies/20/search-rate
1600000US3709360,37,Butner Public Safety,Black,2445,648,0.2650306748466258,0.1497005988023952,0.7704049079754605,1.7704049079754605,https://nccopwatch.org/agencies/37/search-rate
1600000US3722360,88,Fairmont Department of Public Safety,Other,32,7,0.21875,0.12364760432766615,0.769140625,1.769140625,https://nccopwatch.org/agencies/88/search-rate
1600000US3744520,178,Morrisville Police Department,Hispanic,966,286,0.29606625258799174,0.16778453154474954,0.7645622624575996,1.7645622624575996,https://nccopwatch.org/agencies/178/search-rate
0500000US37013,20,Beaufort County Sheriff's Office,Asian,81,2,0.024691358024691357,0.014042580728661101,0.7583205325140808,1.7583205325140807,https://nccopwatch.org/agencies/20/search-rate
1600000US3701520,8,Apex Police Department,Hispanic,3351,828,0.24709042076991944,0.14081626604226563,0.7547008432659044,1.7547008432659044,https://nccopwatch.org/agencies/8/search-rate
1600000US3765900,265,Sunset Beach Police Department,Other,28,1,0.03571428571428571,0.020368303571428572,0.7534246575342465,1.7534246575342465,https://nccopwatch.org/agencies/265/search-rate
0500000US37179,285,Union County Sheriff's Office,Native American,627,8,0.012759170653907496,0.007306770179244206,0.7462121212121212,1.746212121212121,https://nccopwatch.org/agencies/285/search-rate
0500000US37077,103,Granville County Sheriff's Office,Black,18098,112,0.006188529119239695,0.0035525543159130946,0.7419942297628431,1.741994229762843,https://nccopwatch.org/agencies/103/search-rate
1600000US3766960,271,Taylorsville Police Department,Native American,3,1,0.3333333333333333,0.1918568784700802,0.7374062165058948,1.7374062165058948,https://nccopwatch.org/agencies/271/search-rate
1600000US3748700,206,Ocean Isle Beach Police Department,Hispanic,26,22,0.8461538461538461,0.4879679144385027,0.7340358271865121,1.7340358271865122,https://nccopwatch.org/agencies/206/search-rate
1600000US3702140,13,Asheville Police Department,Black,10357,1439,0.13893984744617166,0.08013573862968622,0.7338062869579829,1.733806286957983,https://nccopwatch.org/agencies/13/search-rate
0500000US37165,246,Scotland County Sheriff's Office,Asian,246,2,0.008130081300813009,0.004696325442660405,0.7311579872555483,1.7311579872555483,https://nccopwatch.org/agencies/246/search-rate
1600000US3747240,202,Norlina Police Department,Black,498,111,0.22289156626506024,0.12903225806451613,0.7274096385542169,1.7274096385542168,https://nccopwatch.org/agencies/202/search-rate
1600000US3742060,164,Mayodan Police Department,Black,274,113,0.4124087591240876,0.2390793799906059,0.7249867351182367,1.7249867351182369,https://nccopwatch.org/agencies/164/search-rate
0500000US37157,235,Rockingham County Sheriff's Office,Black,16812,162,0.009635974304068522,0.005589514429615459,0.7239376381270828,1.7239376381270828,https://nccopwatch.org/agencies/235/search-rate
0500000US37115,156,Madison County Sheriff's Office,Hispanic,503,11,0.02186878727634195,0.012756516916250694,0.7143227590975884,1.7143227590975885,https://nccopwatch.org/agencies/156/search-rate
0500000US37139,212,Pasquotank County Sheriff's Office,Native American,85,2,0.023529411764705882,0.013762092928191852,0.7097262667443215,1.7097262667443216,https://nccopwatch.org/agencies/212/search-rate
0500000US37103,133,Jones County Sheriff's Office,Hispanic,433,21,0.04849884526558892,0.028444590595198948,0.7050287682387965,1.7050287682387966,https://nccopwatch.org/agencies/133/search-rate
1600000US3736060,141,Kitty Hawk Police Department,Hispanic,73,69,0.9452054794520548,0.5558633425669437,0.7004277977517862,1.7004277977517863,https://nccopwatch.org/agencies/141/search-rate
0500000US37105,146,Lee County Sheriff's Office,Native American,287,5,0.017421602787456445,0.010245726190815948,0.7003775489406305,1.7003775489406305,https://nccopwatch.org/agencies/146/search-rate
1600000US3758140,239,Rowland Police Department,Native American,124,68,0.5483870967741935,0.3225806451612903,0.7,1.7,https://nccopwatch.org/agencies/239/search-rate
0500000US37191,299,Wayne County Sheriff's Office,Native American,235,3,0.01276595744680851,0.0075247284422598456,0.6965339739190116,1.6965339739190117,https://nccopwatch.org/agencies/299/search-rate
0500000US37029,40,Camden County Sheriff's Office,Hispanic,266,37,0.13909774436090225,0.08223039215686274,0.6915612428986027,1.6915612428986027,https://nccopwatch.org/agencies/40/search-rate
0500000US37167,257,Stanly County Sheriff's Office,Hispanic,2461,37,0.015034538805363673,0.008891129032258065,0.6909594665443042,1.6909594665443042,https://nccopwatch.org/agencies/257/search-rate
0500000US37053,70,Currituck County Sheriff's Office,Black,1493,408,0.2732752846617549,0.1618983355825461,0.6879437560519065,1.6879437560519066,https://nccopwatch.org/agencies/70/search-rate
0500000US37161,240,Rutherford County Sheriff's Office,Native American,211,3,0.014218009478672985,0.008426763110307415,0.6872444724691331,1.6872444724691331,https://nccopwatch.org/agencies/240/search-rate
